mine_request,mined,hardness,node_index,node_name,node_counter,node_identifier,blockchain_length,is_pool,number_of_nodes,mining_time
74,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,69.4532060623169
74,False,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,2,True,2,-
75,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
75,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,70.06133604049683
75,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,69.75517797470093
76,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
76,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,70.92680096626282
76,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,70.91505002975464
77,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
77,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,71.56493282318115
77,False,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,2,True,2,-
78,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
78,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,72.14379715919495
78,False,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,-
79,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
79,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,73.61151695251465
79,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,73.29533505439758
80,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
80,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,75.00847506523132
80,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,74.7463629245758
81,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
81,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,75.48712921142578
81,False,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,2,True,2,-
82,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
82,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,75.77969002723694
82,False,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,-
83,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
83,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,75.89719200134277
83,False,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,2,True,2,-
84,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
84,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,76.37648797035217
84,False,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,2,True,2,-
85,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
85,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,77.24269104003906
85,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,4,True,2,0.5430901050567627
